"id","name","cost","effect","healing","can_revive","statistic","stat_increase_time","top_capture_rate","min_capture_rate","quick_sell_price","collector_price","move"
"425","sprayduck","0","Waters Berry plants.",,"false",,,,,,,""
"275","flame plate","1000","Held: Increases the power of the holder's Fire moves by 20%.Held by a Multitype Pokémon: Holder's type becomes Fire.",,"false",,,,,,,""
"312","tm08","50000","Teaches Bulk Up to a compatible Pokémon.",,"false",,,,,,,"body slam"
"527","mach bike","0","Increases movement speed outside or in caves.  Faster than the acro bike.  Allows the trainer to ascend muddy slopes.",,"false",,,,,,,""
"181","petaya berry","80","Held in battle:   When the holder has 1/4 its max HP remaining or less, it consumes this item to raise its Special Attack by one stage.",,"false",,,,,,,""
"209","scope lens","4000","Held: Raises the holder's critical hit counter by 1.",,"false",,,,,,,""
"78","escape rope","300","Used outside of battle:   Transports the trainer to the last-entered dungeon entrance.  Cannot be used outside, in buildings, or in distortion world, sinnoh hall of origin 1, spear pillar, or turnback cave.",,"false",,,,,,,""
"162","passho berry","80","Held in battle:   When the holder would take super-effective water-type damage, it consumes this item to halve the amount of damage taken.",,"false",,,,,,,""
"259","icy rock","4000","Held: The holder's Hail will create a hailstorm lasting for eight turns rather than five.  As this item affects the move rather than the weather itself, the effect is not lost if the holder leaves battle or drops this item.",,"false",,,,,,,""
"154","rabuta berry","20","No effect; only useful for planting and cooking.",,"false",,,,,,,""
"96","damp mulch","200","Used on a patch of soil:   Plant's growth stages will each last 25% more time.  Dries soil out more slowly.",,"false",,,,,,,""
"113","lustrous orb","0","Held by palkia:   Holder's dragon- and water-type moves have 1.2× their usual power.",,"false",,,,,,,""
"391","tm87","1000","Teaches Swagger to a compatible Pokémon.",,"false",,,,,,,"swagger"
"470","enigma stone","0","When taken to the pewter city museum, causes latias or latios to attack the trainer.The Pokémon to appear will be whicher can't be encountered roaming in the wild.",,"false",,,,,,,""
"394","tm90","20000","Teaches Substitute to a compatible Pokémon.",,"false",,,,,,,"substitute"
"221","sharp beak","1000","Held: Increases the power of the holder's Flying moves by 20%.",,"false",,,,,,,""
"198","kings rock","5000","Held in battle:   Holder's damaging moves have a 10% chance to make their target flinch.  This chance applies independently to each hit of a multi-hit move.    This item's chance is rolled independently of any other move effects;e.g., a move with a 30% chance to flinch normally will have a 37% total chance to flinch when used with this item, because 3% of the time, both effects activate.Held by poliwhirl or slowbro:   Holder evolves into politoed or slowking, respectively, when traded.",,"false",,,,,,,""
"147","kelpsy berry","80","Used on a party Pokémon:   Increases happiness by 10/5/2.  Lowers Attack effort by 10.",,"false",,,,,,,""
"13","dusk ball","1000","Used in battle:   Attempts to catch a wild Pokémon.  If it's currently nighttime or the wild Pokémon was encountered while walking in a cave, this ball has a catch rate of 3.5×.  Otherwise, it has a catch rate of 1×.    If used in a trainer battle, nothing happens and the ball is lost.",,"false",,,"5","1",,,""
"165","yache berry","80","Held in battle:   When the holder would take super-effective ice-type damage, it consumes this item to halve the amount of damage taken.",,"false",,,,,,,""
"465","dowsing machine","0","Used by trainer outside of battle:   Searches for hidden items.",,"false",,,,,,,""
"174","haban berry","80","Held in battle:   When the holder would take super-effective dragon-type damage, it consumes this item to halve the amount of damage taken.",,"false",,,,,,,""
"398","hm02","0","Teaches Fly to a compatible Pokémon.",,"false",,,,,,,"fly"
"493","data card 08","0","Records the number of times the trainer has come in first in the Pokéathlon Block Smash.",,"false",,,,,,,""
"200","amulet coin","10000","Held:   If the holder participated in a trainer battle, the trainer earns twice the usual prize money.  This effect applies even if the holder fainted.    This effect does not stack with any other similar effect.",,"false",,,,,,,""
"72","red shard","1000","No effect.In Diamond and Pearl, trade ten for a sunny day TM in the house midway along the southern section of sinnoh route 212.In Platinum, trade to move tutors on sinnoh route 212, in snowpoint city, and in the survival area.  Eight shards total are required per tutelage, but the particular combination of colors varies by move.In HeartGold and SoulSilver, trade one for a cheri berry, a leppa berry, and a pecha berry with the Juggler near the Pokémon Center in violet city.In HeartGold and SoulSilver, trade one for a persim berry, a pomeg berry, and a razz berry with the Juggler near the pal park entrance in fuchsia city.",,"false",,,,,,,""
"66","yellow flute","20","Used on a party Pokémon in battle:   Cures confusion.",,"false",,,,,,,""
"73","blue shard","1000","No effect.In Diamond and Pearl, trade ten for a rain dance TM in the house midway along the southern section of sinnoh route 212.In Platinum, trade to move tutors on sinnoh route 212, in snowpoint city, and in the survival area.  Eight shards total are required per tutelage, but the particular combination of colors varies by move.In HeartGold and SoulSilver, trade one for a chesto berry, an oran berry, and a wiki berry with the Juggler near the Pokémon Center in violet city.In HeartGold and SoulSilver, trade one for a bluk berry, a cornn berry, and a kelpsy berry with the Juggler near the pal park entrance in fuchsia city.",,"false",,,,,,,""
"22","paralyze heal","200","Used on a party Pokémon:   Cures paralysis.",,"false",,,,,,,""
"231","sea incense","2000","Held: Increases the power of the holder's Water moves by 20%.",,"false",,,,,,,""
"342","tm38","1000","Teaches Fire Blast to a compatible Pokémon.",,"false",,,,,,,"fire blast"
"443","vs recorder","0","Optionally records wireless, Wi-Fi, and Battle Frontier battles.Tracks Battle Points earned in the Battle Frontier, and stores commemorative prints.",,"false",,,,,,,""
"501","data card 16","0","Records the number of times the trainer has come in first in the Pokéathlon Ring Drop.",,"false",,,,,,,""
"417","galactic key","0","Grants access to Galactic HQ in Veilstone City.",,"false",,,,,,,""
"334","tm30","1000","Teaches Shadow Ball to a compatible Pokémon.",,"false",,,,,,,"teleport"
"522","shadow mail","50","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"91","star piece","12000","Vendor trash.",,"false",,,,,"1","9800",""
"326","tm22","1000","Teaches SolarBeam to a compatible Pokémon.",,"false",,,,,,,"solar beam"
"53","pp max","10000","Used on a party Pokémon:   Increases a selected move's max PP to 1.6× its original max PP.  Increases happiness by 5/3/2.",,"false",,,,,,,""
"364","tm60","30000","Teaches Drain Punch to a compatible Pokémon.",,"false",,,,,,,"drain punch"
"460","yellow apricorn","200","May be given to Kurt in azalea town to produce a moon ball.",,"false",,,,,,,""
"296","luck incense","11000","Held: Doubles the money the trainer receives after an in-game trainer battle.  This effect cannot apply more than once to the same battle.",,"false",,,,,,,""
"192","macho brace","3000","Held:   When the holder would gain effort due to battle, it gains double that effort instead.Held in battle:   Holder has half its Speed.",,"false",,,,,,,""
"183","lansat berry","80","Held in battle:   When the holder has 1/4 its max HP remaining or less, it consumes this item to raise its critical hit chance by one stage.",,"false",,,,,,,""
"515","orange mail","50","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"370","tm66","30000","Teaches Payback to a compatible Pokémon.",,"false",,,,,,,"payback"
"156","spelon berry","20","No effect; only useful for planting and cooking.",,"false",,,,,,,""
"477","red scale","0","May be traded to Mr. Pokémon for an exp share.",,"false",,,,,,,""
"327","tm23","10000","Teaches Iron Tail to a compatible Pokémon.",,"false",,,,,,,"dragon rage"
"367","tm63","50000","Teaches Embargo to a compatible Pokémon.",,"false",,,,,,,"embargo"
"70","shoal salt","20","No effect.",,"false",,,,,,,""
"551","berry pouch","0","Stores Berries.",,"false",,,,,,,""
"27","full heal","400","Used on a party Pokémon:   Cures any status ailment and confusion.",,"false",,,,,,,""
"235","thick club","1000","Held by Cubone or Marowak: Doubles the holder's Attack.",,"false",,,,,,,""
"557","auroraticket","0","Provides access to Birth Island and deoxys.",,"false",,,,,,,""
"40","elixir","3000","Used on a party Pokémon:   Restores 10 PP for each move.",,"false",,,,,,,""
"264","choice scarf","4000","Held: Increases the holder's Speed by 50%, but restricts it to the first move it uses until it leaves battle or loses this item.  If this item is swapped for another Choice item via Trick or Switcheroo, the holder's restriction is still lifted, but it will again be restricted to the next move it uses.(Quirk: If the holder is switched in by U-Turn and it also knows U-Turn, U-Turn becomes its restricted move.)",,"false",,,,,,,""
"349","tm45","1000","Teaches Attract to a compatible Pokémon.",,"false",,,,,,,"thunder wave"
"420","vs seeker","0","Reveals trainers who want a rematch, by showing !! over their heads.  Each use drains the battery; requires 100 steps to charge.",,"false",,,,,,,""
"531","soot sack","0","Collects soot when walking through tall grass on hoenn route 113.",,"false",,,,,,,""
"67","red flute","20","Used on a party Pokémon in battle:   Cures attraction.",,"false",,,,,,,""
"58","x defense","2000","Used on a party Pokémon in battle:   Raises the target's Defense by one stage.  Increases happiness by 1/1/0.",,"false","defense","5",,,,,""
"1","master ball","0","Used in battle:   Catches a wild Pokémon without fail.    If used in a trainer battle, nothing happens and the ball is lost.",,"false",,,"1","1",,,""
"172","charti berry","80","Held in battle:   When the holder would take super-effective rock-type damage, it consumes this item to halve the amount of damage taken.",,"false",,,,,,,""
"11","luxury ball","3000","Used in battle:   Attempts to catch a wild Pokémon, using a catch rate of 1×.  Whenever the caught Pokémon's happiness increases, it increases by one extra point.    If used in a trainer battle, nothing happens and the ball is lost.",,"false",,,"1","1",,,""
"462","pink apricorn","200","May be given to Kurt in azalea town to produce a love ball.",,"false",,,,,,,""
"358","tm54","1000","Teaches False Swipe to a compatible Pokémon.",,"false",,,,,,,"false swipe"
"387","tm83","100000","Teaches Natural Gift to a compatible Pokémon.",,"false",,,,,,,"natural gift"
"542","devon scope","0","Reveals invisble kecleon on the overworld.",,"false",,,,,,,""
"471","unown report","0","Lists which unown forms the trainer has caught.",,"false",,,,,,,""
"171","tanga berry","80","Held in battle:   When the holder would take super-effective bug-type damage, it consumes this item to halve the amount of damage taken.",,"false",,,,,,,""
"34","energy powder","500","Used on a party Pokémon:   Restores 50 HP.  Decreases happiness by 5/5/10.","505510","false",,,,,,,""
"439","coupon 3","0","One of three coupons needed to receive a Pokétch.",,"false",,,,,,,""
"426","poffin case","0","Contains up to 100 Poffins.",,"false",,,,,,,""
"128","pecha berry","80","Held in battle:   When the holder is poisoned, it consumes this item to cure the poison.Used on a party Pokémon:   Cures poison.",,"false",,,,,,,""
"239","pink scarf","100","Held: Increases the holder's Cuteness during a Super Contest's Visual Competition.",,"false",,,,,,,""
"402","hm06","0","Teaches Rock Smash to a compatible Pokémon.",,"false",,,,,,,"whirlpool"
"220","mystic water","1000","Held: Increases the power of the holder's Water moves by 20%.",,"false",,,,,,,""
"146","pomeg berry","80","Used on a party Pokémon:   Increases happiness by 10/5/2.  Lowers HP effort by 10.",,"false",,,,,,,""
"381","tm77","1000","Teaches Psych Up to a compatible Pokémon.",,"false",,,,,,,"psych up"
"30","fresh water","200","Used on a party Pokémon:   Restores 50 HP.","50","false",,,,,,,""
"294","wave incense","2000","Held: Increases the power of the holder's Water moves by 20%.",,"false",,,,,,,""
"481","silver wing","0","Causes lugia to appear in the whirl islands.",,"false",,,,,,,""
"65","blue flute","20","Used on a party Pokémon:   Cures sleep.",,"false",,,,,,,""
"185","enigma berry","80","Held in battle:   When the holder takes super-effective damage, it consumes this item to restore 1/4 its max HP.",,"false",,,,,,,""
"427","bicycle","0","Increases movement speed outside or in caves.  In high gear, allows the trainer to hop over some rocks and ascend muddy slopes.",,"false",,,,,,,""
"366","tm62","30000","Teaches Silver Wind to a compatible Pokémon.",,"false",,,,,,,"silver wind"
"395","tm91","20000","Teaches Flash Cannon to a compatible Pokémon.",,"false",,,,,,,"flash cannon"
"189","rowap berry","80","Held in battle:   When the holder takes special damage, it consumes this item to damage the attacking Pokémon for 1/8 its max HP.",,"false",,,,,,,""
"510","data card 25","0","Records the number of times the trainer's Pokémon received prizes in the Pokéathlon.",,"false",,,,,,,""
"356","tm52","100000","Teaches Focus Blast to a compatible Pokémon.",,"false",,,,,,,"focus blast"
"230","shell bell","4000","Held: Heals the holder by 1/8 of any damage it inflicts.",,"false",,,,,,,""
"228","silk scarf","1000","Held: Increases the power of the holder's Normal moves by 20%.",,"false",,,,,,,""
"118","tunnel mail","50","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"283","sky plate","1000","Held: Increases the power of the holder's Flying moves by 20%.Held by a Multitype Pokémon: Holder's type becomes Flying.",,"false",,,,,,,""
"95","growth mulch","200","Used on a patch of soil:   Plant's growth stages will each last 25% less time.  Dries soil out more quickly.",,"false",,,,,,,""
"474","clear bell","0","May be given to the Kimono Girls to summon ho oh to the top of the bell tower.",,"false",,,,,,,""
"473","slowpoke tail","0","Does nothing.",,"false",,,,,,,""
"476","basement key","0","Used by trainer outside of battle:   Opens the door to the basement tunnel under goldenrod city.",,"false",,,,,,,""
"538","rm 1 key","0","Unlocks room 1 on the abandoned ship.",,"false",,,,,,,""
"246","light clay","4000","Held: The holder's Reflect and Light Screen will create effects lasting for eight turns rather than five.  As this item affects the move rather than the barrier itself, the effect is not lost if the holder leaves battle or drops this item.",,"false",,,,,,,""
"159","durin berry","20","No effect; only useful for planting and cooking.",,"false",,,,,,,""
"315","tm11","1000","Teaches Sunny Day to a compatible Pokémon.",,"false",,,,,,,"bubble beam"
"279","icicle plate","1000","Held: Increases the power of the holder's Ice moves by 20%.Held by a Multitype Pokémon: Holder's type becomes Ice.",,"false",,,,,,,""
"14","heal ball","300","Used in battle:   Attempts to catch a wild Pokémon, using a catch rate of 1×.  The caught Pokémon's HP is immediately restored, PP for all its moves is restored, and any status ailment is cured.    If used in a trainer battle, nothing happens and the ball is lost.",,"false",,,"1","1",,,""
"157","pamtre berry","20","No effect; only useful for planting and cooking.",,"false",,,,,,,""
"404","hm08","0","Teaches Rock Climb to a compatible Pokémon.",,"false",,,,,,,"dive"
"25","hyper potion","1500","Used on a party Pokémon:   Restores 200 HP.","200","false",,,,,,,""
"421","coin case","0","Contains the Coins used by the Game Corner, to a maximum of 50,000.",,"false",,,,,,,""
"60","x accuracy","1000","Used on a party Pokémon in battle:   Raises the target's accuracy by one stage.  Increases happiness by 1/1/0.",,"false","accuracy","53",,,,,""
"41","max elixir","4500","Used on a party Pokémon:   Restores PP to full for each move.",,"false",,,,,,,""
"469","jade orb","0","Causes rayquaza to appear in the embedded tower.",,"false",,,,,,,""
"277","zap plate","1000","Held: Increases the power of the holder's Electric moves by 20%.Held by a Multitype Pokémon: Holder's type becomes Electric.",,"false",,,,,,,""
"191","white herb","4000","Held in battle:   At the end of each turn, if any of the holder's stats have a negative stat modifier, the holder consumes this item to remove the modifiers from those stats.",,"false",,,,,,,""
"76","super repel","700","Used outside of battle:   Trainer will skip encounters with wild Pokémon of a lower level than the lead party Pokémon.  This effect wears off after the trainer takes 200 steps.",,"false",,,,,,,""
"83","thunder stone","3000","Used on a party Pokémon:   Evolves an eelektrik into eelektross, an eevee into jolteon, or a pikachu into raichu.",,"false",,,,,,,""
"256","lagging tail","4000","Held: The holder will go last within its move's priority bracket, regardless of Speed.  If multiple Pokémon within the same priority bracket are subject to this effect, the slower Pokémon will go first.  The holder will move after Pokémon with Stall.  If the holder has Stall, Stall is ignored.  This item ignores Trick Room.",,"false",,,,,,,""
"251","quick powder","1000","Held by Ditto: Doubles the holder's initial Speed.",,"false",,,,,,,""
"170","payapa berry","80","Held in battle:   When the holder would take super-effective psychic-type damage, it consumes this item to halve the amount of damage taken.",,"false",,,,,,,""
"48","carbos","10000","Used on a party Pokémon:   Increases Speed effort by 10, but won't increase it beyond 100.  Increases happiness by 5/3/2.",,"false",,,,,,,""
"134","lum berry","80","Held in battle:   When the holder is afflicted with a major status ailment, it consumes this item to cure the ailment.Used on a party Pokémon:   Cures any major status ailment.",,"false",,,,,,,""
"530","devon goods","0","Contains a machine part to be delivered to Captain Stern.",,"false",,,,,,,""
"305","tm01","40000","Teaches Focus Punch to a compatible Pokémon.",,"false",,,,,,,"mega punch"
"307","tm03","50000","Teaches Water Pulse to a compatible Pokémon.",,"false",,,,,,,"swords dance"
"549","fame checker","0","Records information on various famous people.",,"false",,,,,,,""
"479","pass","0","Allows the trainer to ride the Magnet Train between goldenrod city and saffron city.",,"false",,,,,,,""
"382","tm78","1000","Teaches Captivate to a compatible Pokémon.",,"false",,,,,,,"captivate"
"494","data card 09","0","Records the number of times the trainer has come in first in the Pokéathlon Disc Catch.",,"false",,,,,,,""
"36","heal powder","300","Used on a party Pokémon:   Cures any status ailment.  Decreases happiness by 5/5/10.",,"false",,,,,,,""
"445","secret key","0","Used by trainer in the Galactic Eterna Building, on the ground floor, to the left of the TV:   Unlocks the secret rotom room, in which there are five appliances which can change Rotom's form.",,"false",,,,,,,""
"485","tidal bell","0","May be given to the Kimono Girls to summon lugia to the top of the bell tower.",,"false",,,,,,,""
"407","rule book","0","Unused.",,"false",,,,,,,""
"47","iron","10000","Used on a party Pokémon:   Increases Defense effort by 10, but won't increase it beyond 100.  Increases happiness by 5/3/2.",,"false",,,,,,,""
"57","x attack","1000","Used on a party Pokémon in battle:   Raises the target's Attack by one stage.  Increases happiness by 1/1/0.",,"false","attack","6",,,,,""
"98","gooey mulch","200","Used on a path of soil:   Plant will regrow after dying 25% more times.",,"false",,,,,,,""
"434","contest pass","0","Allows the trainer to enter Contests.",,"false",,,,,,,""
"150","grepa berry","80","Used on a party Pokémon:   Increases happiness by 10/5/2.  Lowers Special Defense effort by 10.",,"false",,,,,,,""
"216","miracle seed","1000","Held: Increases the power of the holder's Grass moves by 20%.",,"false",,,,,,,""
"524","dream mail","50","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"431","member card","0","Provides access to Newmoon Island and Darkrai.",,"false",,,,,,,""
"106","rare bone","5000","Vendor trash.",,"false",,,,,"1","10000",""
"554","rainbow pass","0","Provides access to the Sevii Islands.",,"false",,,,,,,""
"79","repel","400","Used outside of battle:   Trainer will skip encounters with wild Pokémon of a lower level than the lead party Pokémon.  This effect wears off after the trainer takes 100 steps.",,"false",,,,,,,""
"122","space mail","50","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"105","skull fossil","7000","Give to a scientist in the mining museum in oreburgh city or the Museum of Science in pewter city to receive a cranidos.",,"false",,,,,,,""
"123","air mail","50","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"152","cornn berry","20","No effect; only useful for planting and cooking.",,"false",,,,,,,""
"435","magma stone","0","Causes Heatran to appear at Reversal Mountain.Unused prior to Black and White 2.",,"false",,,,,,,""
"252","focus sash","4000","Held: If the holder has full HP and is attacked for regular damage that would faint it, this item is consumed and prevents the holder's HP from lowering below 1.  This effect works against multi-hit attacks, but does not work against the effects of Doom Desire or Future Sight.",,"false",,,,,,,""
"139","aguav berry","80","Held in battle:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes bitter flavors (i.e., has a nature that lowers Special Defense), it will also become confused.",,"false",,,,,,,""
"500","data card 15","0","Records the number of times the trainer's Pokémon have fallen in the Pokéathlon.",,"false",,,,,,,""
"558","powder jar","0","Holds Berry Powder from Berry Crushing.",,"false",,,,,,,""
"454","friend ball","0","Used by a trainer in battle:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.    If caught, the wild Pokémon's happiness starts at 200.",,"false",,,"1","200",,,""
"240","green scarf","100","Held: Increases the holder's Smartness during a Super Contest's Visual Competition.",,"false",,,,,,,""
"440","storage key","0","Grants access to the Team Galactic warehouse in Veilstone City.",,"false",,,,,,,""
"64","fluffy tail","100","Used in battle:   Ends a wild battle.  Cannot be used in trainer battles.",,"false",,,,,,,""
"234","metal powder","1000","Held by Ditto: Increases the holder's initial Defense and Special Defense by 50%.",,"false",,,,,,,""
"422","old rod","0","Used to find Pokémon on the Old Rod list for an area, which are generally Magikarp or similar.",,"false",,,,,,,""
"297","pure incense","6000","Held by lead Pokémon: Prevents wild battles with Pokémon that are lower level than the holder.",,"false",,,,,,,""
"201","cleanse tag","5000","Held by lead Pokémon: Prevents wild battles with Pokémon that are lower level than the holder.",,"false",,,,,,,""
"178","liechi berry","80","Held in battle:   When the holder has 1/4 its max HP remaining or less, it consumes this item to raise its Attack by one stage.",,"false",,,,,,,""
"411","seal case","0","Contains Seals used for decorating Pokéballs.",,"false",,,,,,,""
"248","power herb","4000","Held: Whenever the holder uses a move that requires a turn to charge first (Bounce, Dig, Dive, Fly, Razor Wind, Skull Bash, Sky Attack, or Solarbeam), this item is consumed and the charge is skipped.  Skull Bash still provides a Defense boost.",,"false",,,,,,,""
"444","gracidea","0","Used by trainer on a shaymin:   Changes the target Shaymin from Land Forme to Sky Forme.    This item cannot be used on a frozen Shaymin or at night.  Sky Forme Shaymin will revert to Land Forme overnight, when frozen, and upon entering a link battle.  This item must be used again to change it back.",,"false",,,,,,,""
"179","ganlon berry","80","Held in battle:   When the holder has 1/4 its max HP remaining or less, it consumes this item to raise its Defense by one stage.",,"false",,,,,,,""
"119","steel mail","50","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"149","hondew berry","80","Used on a party Pokémon:   Increases happiness by 10/5/2.  Lowers Special Attack effort by 10.",,"false",,,,,,,""
"54","old gateau","350","Used on a party Pokémon:   Cures any status ailment and confusion.",,"false",,,,,,,""
"451","moon ball","0","Used by trainer in battle:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.    If the wild Pokémon is a clefairy, nidoran m, nidoran f, jigglypuff, skitty, or any evolution thereof, the wild Pokémon has 4× its catch rate.",,"false",,,"4","4",,,""
"161","occa berry","80","Held in battle:   When the holder would take super-effective fire-type damage, it consumes this item to halve the amount of damage taken.",,"false",,,,,,,""
"466","rage candy bar","350","May be traded for a tm64 in the vertical Underground Path.",,"false",,,,,,,""
"110","oval stone","2000","Held by happiny:   Holder evolves into chansey when it levels up during the daytime.",,"false",,,,,,,""
"503","data card 18","0","Records the number of times the trainer has come in first in the Pokéathlon Circle Push.",,"false",,,,,,,""
"81","moon stone","3000","Used on a party Pokémon:   Evolves a clefairy into clefable, a jigglypuff into wigglytuff, a munna into musharna, a nidorina into nidoqueen, a nidorino into nidoking, or a skitty into delcatty.",,"false",,,,,,,""
"144","wepear berry","20","No effect; only useful for planting and cooking.",,"false",,,,,,,""
"17","potion","200","Used on a friendly Pokémon:   Restores 20 HP.","20","false",,,,,,,""
"298","protector","2000","Held by Rhydon: Evolves the holder into Rhyperior when traded.",,"false",,,,,,,""
"377","tm73","1000","Teaches Thunder Wave to a compatible Pokémon.",,"false",,,,,,,"thunder wave"
"107","shiny stone","3000","Used on a party Pokémon:   Evolves a minccino into cinccino, a roselia into roserade, or a togetic into togekiss.",,"false",,,,,,,""
"253","zoom lens","4000","Held: Raises the holder's Accuracy by 20% when it goes last.Ingame description is incorrect.",,"false",,,,,,,""
"163","wacan berry","80","Held in battle:   When the holder would take super-effective electric-type damage, it consumes this item to halve the amount of damage taken.",,"false",,,,,,,""
"492","data card 07","0","Records the number of times the trainer has come in first in the Pokéathlon Pennant Capture.",,"false",,,,,,,""
"243","muscle band","4000","Held: Increases the power of the holder's physical moves by 10%.",,"false",,,,,,,""
"126","cheri berry","80","Held in battle:   When the holder is paralyzed, it consumes this item to cure the paralysis.Used on a party Pokémon:   Cures paralysis.",,"false",,,,,,,""
