"id","name","cost","effect","healing","can_revive","statistic","stat_increase_time","top_capture_rate","min_capture_rate","quick_sell_price","collector_price","move"
"5","safari ball","0","Used in battle:   Attempts to catch a wild Pokémon, using a catch rate of 1.5×.This item can only be used in the great marsh or kanto safari zone.",,"false",,,"5","1",,,""
"188","jaboca berry","80","Held in battle:   When the holder takes physical damage, it consumes this item to damage the attacking Pokémon for 1/8 its max HP.",,"false",,,,,,,""
"357","tm53","1000","Teaches Energy Ball to a compatible Pokémon.",,"false",,,,,,,"energy ball"
"278","meadow plate","1000","Held: Increases the power of the holder's Grass moves by 20%.Held by a Multitype Pokémon: Holder's type becomes Grass.",,"false",,,,,,,""
"518","mech mail","50","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"351","tm47","1000","Teaches Steel Wing to a compatible Pokémon.",,"false",,,,,,,"explosion"
"390","tm86","1000","Teaches Grass Knot to a compatible Pokémon.",,"false",,,,,,,"grass knot"
"127","chesto berry","80","Held in battle:   When the holder is asleep, it consumes this item to wake up.Used on a party Pokémon:   Cures sleep.",,"false",,,,,,,""
"266","power bracer","3000","Held: Decreases the holder's Speed by 50%.  Whenever the holder gains Attack effort from battle, increases that effort by 4; this applies before the PokéRUS doubling effect.",,"false",,,,,,,""
"135","sitrus berry","80","Held in battle:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/4 its max HP.Used on a party Pokémon:   Restores 1/4 the Pokémon's max HP.",,"false",,,,,,,""
"511","data card 26","0","Records the number of times the trainer has instructed Pokémon in the Pokéathlon.",,"false",,,,,,,""
"478","lost item","0","May be traded to the Copycat for a pass.",,"false",,,,,,,""
"238","blue scarf","100","Held: Increases the holder's Beauty during a Super Contest's Visual Competition.",,"false",,,,,,,""
"517","glitter mail","50","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"504","data card 19","0","Records the number of times the trainer has come in first place overall in the Pokéathlon over wirelss.",,"false",,,,,,,""
"410","journal","0","Records some of the trainer's activities for the day.",,"false",,,,,,,""
"194","quick claw","4000","Held in battle:   Whenever the holder attempts to use a move, it has a 3/16 chance to act first among moves with the same priority.  If multiple Pokémon have this effect at the same time, Speed is the tie-breaker as normal, but the effect of trick room is ignored.",,"false",,,,,,,""
"3","great ball","600","Used in battle:   Attempts to catch a wild Pokémon, using a catch rate of 1.5×.    If used in a trainer battle, nothing happens and the ball is lost.",,"false",,,"5","1",,,""
"286","stone plate","1000","Held: Increases the power of the holder's Rock moves by 20%.Held by a Multitype Pokémon: Holder's type becomes Rock.",,"false",,,,,,,""
"142","bluk berry","20","No effect; only useful for planting and cooking.",,"false",,,,,,,""
"195","soothe bell","4000","Held:   When the holder would earn happiness for any reason, it earns twice that amount instead.",,"false",,,,,,,""
"33","moomoo milk","600","Used on a party Pokémon:   Restores 100 HP.","100","false",,,,,,,""
"300","magmarizer","2000","Held by Magmar: Evolves the holder into Magmortar when traded.",,"false",,,,,,,""
"441","secret potion","0","Required to cure the Psyducks blocking Route 210 of their chronic headaches.",,"false",,,,,,,""
"354","tm50","10000","Teaches Overheat to a compatible Pokémon.",,"false",,,,,,,"substitute"
"137","wiki berry","80","Held in battle:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes dry flavors (i.e., has a nature that lowers Special Attack), it will also become confused.",,"false",,,,,,,""
"9","repeat ball","1000","Used in battle:   Attempts to catch a wild Pokémon.  If the wild Pokémon's species is marked as caught in the trainer's Pokédex, this ball has a catch rate of 3×.  Otherwise, it has a catch rate of 1×.    If used in a trainer battle, nothing happens and the ball is lost.",,"false",,,"3","1",,,""
"153","magost berry","20","No effect; only useful for planting and cooking.",,"false",,,,,,,""
"289","dread plate","1000","Held: Increases the power of the holder's Dark moves by 20%.Held by a Multitype Pokémon: Holder's type becomes Dark.",,"false",,,,,,,""
"273","big root","4000","Held: HP restored from Absorb, Aqua Ring, Drain Punch, Dream Eater, Giga Drain, Ingrain, Leech Life, Leech Seed, and Mega Drain is increased by 30%.  Damage inflicted is not affected.",,"false",,,,,,,""
"449","lure ball","0","Used by trainer in battle:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.    If the wild Pokémon was encountered by fishing, the wild Pokémon's catch rate is 3× normal.",,"false",,,"3","3",,,""
"545","bike voucher","0","May be traded for a bicycle.",,"false",,,,,,,""
"295","rose incense","2000","Held: Increases the power of the holder's Grass moves by 20%.",,"false",,,,,,,""
"513","lock capsule","0","Does nothing.",,"false",,,,,,,""
"304","razor fang","5000","Held: When the holder attacks with most damaging moves, provides an extra 11.7% (30/256) chance for the target to flinch.Held by Gligar: Evolves the holder into Gliscor when it levels up.",,"false",,,,,,,""
"77","max repel","900","Used outside of battle:   Trainer will skip encounters with wild Pokémon of a lower level than the lead party Pokémon.  This effect wears off after the trainer takes 250 steps.",,"false",,,,,,,""
"293","full incense","5000","Held: The holder will go last within its move's priority bracket, regardless of Speed.  If multiple Pokémon within the same priority bracket are subject to this effect, the slower Pokémon will go first.  The holder will move after Pokémon with Stall.  If the holder has Stall, Stall is ignored.  This item ignores Trick Room.",,"false",,,,,,,""
"71","shoal shell","20","No effect.",,"false",,,,,,,""
"323","tm19","10000","Teaches Giga Drain to a compatible Pokémon.",,"false",,,,,,,"seismic toss"
"6","net ball","1000","Used in battle:   Attempts to catch a wild Pokémon.  If the wild Pokémon is water- or bug-type, this ball has a catch rate of 3×.  Otherwise, it has a catch rate of 1×.    If used in a trainer battle, nothing happens and the ball is lost.",,"false",,,"3","1",,,""
"338","tm34","10000","Teaches Shock Wave to a compatible Pokémon.",,"false",,,,,,,"bide"
"345","tm41","10000","Teaches Torment to a compatible Pokémon.",,"false",,,,,,,"soft boiled"
"262","damp rock","4000","Held: The holder's Rain Dance will create rain lasting for eight turns rather than five.  As this item affects the move rather than the weather itself, the effect is not lost if the holder leaves battle or drops this item.",,"false",,,,,,,""
"399","hm03","0","Teaches Surf to a compatible Pokémon.",,"false",,,,,,,"surf"
"490","data card 05","0","Records the number of times the trainer has come in first in the Pokéathlon Hurdle Dash.",,"false",,,,,,,""
"39","max ether","2000","Used on a party Pokémon:   Restores PP to full for a selected move.",,"false",,,,,,,""
"365","tm61","30000","Teaches Will-O-Wisp to a compatible Pokémon.",,"false",,,,,,,"will o wisp"
"301","dubious disc","2000","Held by Porygon2: Evolves the holder into Porygon-Z when traded.",,"false",,,,,,,""
"140","iapapa berry","80","Held in battle:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes sour flavors (i.e., has a nature that lowers Defense), it will also become confused.",,"false",,,,,,,""
"61","x sp atk","1000","Used on a party Pokémon in battle:   Raises the target's Special Attack by one stage.  Increases happiness by 1/1/0.",,"false","attack","25",,,,,""
"498","data card 13","0","Records the number of times the trainer's Pokémon have defeated themselves in the Pokéathlon.",,"false",,,,,,,""
"257","destiny knot","4000","Held: When the holder becomes Attracted, the Pokémon it is Attracted to becomes Attracted back.",,"false",,,,,,,""
"343","tm39","1000","Teaches Rock Tomb to a compatible Pokémon.",,"false",,,,,,,"swift"
"59","x speed","1000","Used on a party Pokémon in battle:   Raises the target's Speed by one stage.  Increases happiness by 1/1/0.",,"false","speed","31",,,,,""
"496","data card 11","0","Records the number of points the trainer has earned in the Pokéathlon.",,"false",,,,,,,""
"10","timer ball","1000","Used in battle:   Attempts to catch a wild Pokémon.  Has a catch rate of 1.1× on the first turn of the battle and increases by 0.1× every turn, to a maximum of 4× on turn 30.    If used in a trainer battle, nothing happens and the ball is lost.",,"false",,,"4","0",,,""
"145","pinap berry","200","No effect; only useful for planting and cooking.",,"false",,,,,,,""
"339","tm35","10000","Teaches Flamethrower to a compatible Pokémon.",,"false",,,,,,,"metronome"
"461","green apricorn","200","May be given to Kurt in azalea town to produce a friend ball.",,"false",,,,,,,""
"383","tm79","1000","Teaches Dark Pulse to a compatible Pokémon.",,"false",,,,,,,"dark pulse"
"397","hm01","0","Teaches Cut to a compatible Pokémon.",,"false",,,,,,,"cut"
"437","coupon 1","0","One of three coupons needed to receive a Pokétch.",,"false",,,,,,,""
"392","tm88","20000","Teaches Pluck to a compatible Pokémon.",,"false",,,,,,,"pluck"
"74","yellow shard","1000","No effect.In Diamond and Pearl, trade ten for a sandstorm TM in the house midway along the southern section of sinnoh route 212.In Platinum, trade to move tutors on sinnoh route 212, in snowpoint city, and in the survival area.  Eight shards total are required per tutelage, but the particular combination of colors varies by move.In HeartGold and SoulSilver, trade one for an aspear berry, a iapapa berry, and a sitrus berry with the Juggler near the Pokémon Center in violet city.In HeartGold and SoulSilver, trade one for a grepa berry, a nomel berry, and a pinap berry with the Juggler near the pal park entrance in fuchsia city.",,"false",,,,,,,""
"521","bead mail","50","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"497","data card 12","0","Records the number of times the trainer's Pokémon have messed up in the Pokéathlon.",,"false",,,,,,,""
"19","burn heal","200","Used on a party Pokémon:   Cures a burn.",,"false",,,,,,,""
"514","photo album","0","Does nothing.",,"false",,,,,,,""
"166","chople berry","80","Held in battle:   When the holder would take super-effective fighting-type damage, it consumes this item to halve the amount of damage taken.",,"false",,,,,,,""
"87","big mushroom","5000","Vendor trash.",,"false",,,,,"1","5000",""
"544","poke flute","0","Wakes up sleeping Pokémon.  Required to wake up sleeping snorlax on the overworld.",,"false",,,,,,,""
"49","calcium","10000","Used on a party Pokémon:   Increases Special Attack effort by 10, but won't increase it beyond 100.  Increases happiness by 5/3/2.",,"false",,,,,,,""
"164","rindo berry","80","Held in battle:   When the holder would take super-effective grass-type damage, it consumes this item to halve the amount of damage taken.",,"false",,,,,,,""
"322","tm18","10000","Teaches Rain Dance to a compatible Pokémon.",,"false",,,,,,,"counter"
"46","protein","10000","Used on a party Pokémon:   Increases Attack effort by 10, but won't increase it beyond 100.  Increases happiness by 5/3/2.",,"false",,,,,,,""
"540","rm 4 key","0","Unlocks room 4 on the abandoned ship.",,"false",,,,,,,""
"401","hm05","0","Teaches Defog to a compatible Pokémon.",,"false",,,,,,,"flash"
"205","smoke ball","4000","Held: In wild battles, attempts to run away on the holder's turn will always succeed.",,"false",,,,,,,""
"112","adamant orb","0","Held by dialga:   Holder's dragon- and steel-type moves have 1.2× their usual power.",,"false",,,,,,,""
"44","sacred ash","50000","Used:   Revives all fainted Pokémon in the party and restores their HP to full.","","true",,,,,,,""
"103","old amber","10000","Give to a scientist in the mining museum in oreburgh city or the Museum of Science in pewter city to receive a aerodactyl.",,"false",,,,,,,""
"42","lava cookie","350","Used on a party Pokémon:   Cures any status ailment and confusion.",,"false",,,,,,,""
"244","wise glasses","4000","Held: Increases the power of the holder's special moves by 10%.",,"false",,,,,,,""
"519","wood mail","50","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"169","coba berry","80","Held in battle:   When the holder would take super-effective flying-type damage, it consumes this item to halve the amount of damage taken.",,"false",,,,,,,""
"62","x sp def","2000","Used on a party Pokémon in battle:   Raises the target's Special Defense by one stage.  Increases happiness by 1/1/0.",,"false","defense","23",,,,,""
"560","sapphire","0","Deliver to Celio for use in the Network Machine.",,"false",,,,,,,""
"141","razz berry","200","No effect; only useful for planting and cooking.",,"false",,,,,,,""
"269","power band","3000","Held: Decreases the holder's Speed by 50%.  Whenever the holder gains Special Defense effort from battle, increases that effort by 4; this applies before the PokéRUS doubling effect.",,"false",,,,,,,""
"316","tm12","50000","Teaches Taunt to a compatible Pokémon.",,"false",,,,,,,"water gun"
"318","tm14","1000","Teaches Blizzard to a compatible Pokémon.",,"false",,,,,,,"blizzard"
"86","tiny mushroom","500","Vendor trash.",,"false",,,,,"1","500",""
"372","tm68","30000","Teaches Giga Impact to a compatible Pokémon.",,"false",,,,,,,"giga impact"
"320","tm16","1000","Teaches Light Screen to a compatible Pokémon.",,"false",,,,,,,"pay day"
"526","retro mail","0","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"272","shed shell","4000","Held: The holder is unaffected by any moves or abilities that would prevent it from actively leaving battle.",,"false",,,,,,,""
"536","go goggles","0","Allows the trainer to enter the desert on hoenn route 111.",,"false",,,,,,,""
"206","everstone","3000","Held: Prevents the holder from evolving naturally.  Evolution initiated by the trainer (Stones, etc) will still work.",,"false",,,,,,,""
"384","tm80","1000","Teaches Rock Slide to a compatible Pokémon.",,"false",,,,,,,"rock slide"
"308","tm04","50000","Teaches Calm Mind to a compatible Pokémon.",,"false",,,,,,,"whirlwind"
"63","poke doll","300","Used in battle:   Ends a wild battle.  Cannot be used in trainer battles.",,"false",,,,,,,""
"207","focus band","4000","Held: If the holder is attacked for regular damage that would faint it, this item has a 10% chance to prevent the holder's HP from lowering below 1.",,"false",,,,,,,""
"488","data card 03","0","Records the number of times the trainer's Pokémon have dashed in the Pokéathlon.",,"false",,,,,,,""
"495","data card 10","0","Records the number of times the trainer has come in first in the Pokéathlon Snow Throw.",,"false",,,,,,,""
"559","ruby","0","Deliver to Celio for use in the Network Machine.",,"false",,,,,,,""
"173","kasib berry","80","Held in battle:   When the holder would take super-effective ghost-type damage, it consumes this item to halve the amount of damage taken.",,"false",,,,,,,""
"177","chilan berry","80","Held in battle:   When the holder would take normal-type damage, it consumes this item to halve the amount of damage taken.",,"false",,,,,,,""
"369","tm65","1000","Teaches Shadow Claw to a compatible Pokémon.",,"false",,,,,,,"shadow claw"
"414","pal pad","0","Contains friend codes for up to 32 other players, as well as their sprite, gender, and basic statistics for those that have been seen on WFC.",,"false",,,,,,,""
"94","honey","900","Used outside of battle:   Immediately triggers a wild Pokémon battle, as long as the trainer is somewhere with wild Pokémon—i.e., in tall grass, in a cave, or surfing.Can be smeared on sweet-smelling trees to attract tree-dwelling Pokémon after six hours.",,"false",,,,,,,""
"223","never melt ice","1000","Held: Increases the power of the holder's Ice moves by 20%.",,"false",,,,,,,""
"352","tm48","1000","Teaches Skill Swap to a compatible Pokémon.",,"false",,,,,,,"rock slide"
"416","old charm","0","Given to Cynthia's grandmother to get the Surf HM.",,"false",,,,,,,""
"265","sticky barb","4000","Held: Damaged the holder for 1/8 its max HP.  When the holder is struck by a contact move, damages the attacker for 1/8 its max HP; if the attacker is not holding an item, it will take this item.",,"false",,,,,,,""
"187","custap berry","80","Held in battle:   When the holder has 1/4 its max HP remaining or less, it consumes this item.  On the following turn, the holder will act first among moves with the same priority, regardless of Speed.",,"false",,,,,,,""
"260","smooth rock","4000","Held: The holder's Sandstorm will create a sandstorm lasting for eight turns rather than five.  As this item affects the move rather than the weather itself, the effect is not lost if the holder leaves battle or drops this item.",,"false",,,,,,,""
"258","black sludge","4000","Held: If the holder is Poison-type, restores 1/16 max HP at the end of each turn.  Otherwise, damages the holder by 1/16 its max HP at the end of each turn.",,"false",,,,,,,""
"229","up grade","2000","Held by Porygon: Evolves the holder into Porygon2 when traded.",,"false",,,,,,,""
"347","tm43","1000","Teaches Secret Power to a compatible Pokémon.",,"false",,,,,,,"sky attack"
"284","mind plate","1000","Held: Increases the power of the holder's Psychic moves by 20%.Held by a Multitype Pokémon: Holder's type becomes Psychic.",,"false",,,,,,,""
"380","tm76","10000","Teaches Stealth Rock to a compatible Pokémon.",,"false",,,,,,,"stealth rock"
"418","red chain","0","Unused.",,"false",,,,,,,""
"88","pearl","2000","Vendor trash.",,"false",,,,,"1","1400",""
"261","heat rock","4000","Held: The holder's Sunny Day will create sunshine lasting for eight turns rather than five.  As this item affects the move rather than the weather itself, the effect is not lost if the holder leaves battle or drops this item.",,"false",,,,,,,""
"376","tm72","50000","Teaches Avalanche to a compatible Pokémon.",,"false",,,,,,,"avalanche"
"31","soda pop","300","Used on a party Pokémon:   Restores 60 HP.","60","false",,,,,,,""
"541","rm 6 key","0","Unlocks room 6 on the abandoned ship.",,"false",,,,,,,""
"332","tm28","100000","Teaches Dig to a compatible Pokémon.",,"false",,,,,,,"dig"
"353","tm49","1000","Teaches Snatch to a compatible Pokémon.",,"false",,,,,,,"tri attack"
"374","tm70","50000","Teaches Flash to a compatible Pokémon.",,"false",,,,,,,"flash"
"28","revive","2000","Used on a party Pokémon:   Revives the Pokémon and restores half its HP.","","true",,,,,,,""
"328","tm24","1000","Teaches Thunderbolt to a compatible Pokémon.",,"false",,,,,,,"thunderbolt"
"389","tm85","1000","Teaches Dream Eater to a compatible Pokémon.",,"false",,,,,,,"dream eater"
"413","seal bag","0","Unused.",,"false",,,,,,,""
"29","max revive","4000","Used on a party Pokémon:   Revives the Pokémon and restores its HP to full.","","true",,,,,,,""
"512","data card 27","0","Records the total time spent in the Pokéathlon.",,"false",,,,,,,""
"555","tea","0","Used to bribe the saffron city guards for entry to the city.",,"false",,,,,,,""
"82","fire stone","3000","Used on a party Pokémon:   Evolves an eevee into flareon, a growlithe into arcanine, a pansear into simisear, or a vulpix into ninetales.",,"false",,,,,,,""
"24","max potion","2500","Used on a party Pokémon:   Restores HP to full.","","false",,,,,,,""
"313","tm09","50000","Teaches Bullet Seed to a compatible Pokémon.",,"false",,,,,,,"take down"
"90","stardust","3000","Vendor trash.",,"false",,,,,"1","2000",""
"186","micle berry","80","Held in battle:   When the holder has 1/4 its max HP remaining or less, it consumes this item, and its next used move has 1.2× its normal accuracy.",,"false",,,,,,,""
"459","blue apricorn","200","May be given to Kurt in azalea town to produce a lure ball.",,"false",,,,,,,""
"151","tamato berry","80","Used on a party Pokémon:   Increases happiness by 10/5/2.  Lowers Speed effort by 10.",,"false",,,,,,,""
"124","mosaic mail","50","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"116","bubble mail","50","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"321","tm17","10000","Teaches Protect to a compatible Pokémon.",,"false",,,,,,,"submission"
"550","tm case","0","Stores TMs and HMs.",,"false",,,,,,,""
"56","dire hit","1000","Used on a party Pokémon in battle:   Increases the target's critical hit chance by one stage until it leaves the field.  Increases happiness by 1/1/0.",,"false",,,,,,,""
"520","wave mail","50","Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.Held:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,"false",,,,,,,""
"532","pokeblock case","0","Stores Pokéblocks.",,"false",,,,,,,""
"215","hard stone","1000","Held: Increases the power of the holder's Rock moves by 20%.",,"false",,,,,,,""
"302","reaper cloth","2000","Held by Dusclops: Evolves the holder into Dusknoir when traded.",,"false",,,,,,,""
"442","griseous orb","0","Held by giratina:   Holder's dragon and ghost moves have 1.2× their base power.    Holder is in Origin Forme.This item cannot be held by any Pokémon but Giratina.  When you enter the Union Room or connect to Wi-Fi, this item returns to your bag.",,"false",,,,,,,""
"21","awakening","200","Used on a party Pokémon:   Cures sleep.",,"false",,,,,,,""
"80","sun stone","3000","Used on a party Pokémon:   Evolves a cottonee into whimsicott, a gloom into bellossom, a petilil into lilligant, or a sunkern into sunflora.",,"false",,,,,,,""
"333","tm29","1000","Teaches Psychic to a compatible Pokémon.",,"false",,,,,,,"psychic"
"539","rm 2 key","0","Unlocks room 2 on the abandoned ship.",,"false",,,,,,,""
"468","blue orb","0","Causes kyogre to appear in the embedded tower.",,"false",,,,,,,""
"543","oaks parcel","0","A parcel to be delivered to Professor Oak for a Pokédex.",,"false",,,,,,,""
"355","tm51","1000","Teaches Roost to a compatible Pokémon.",,"false",,,,,,,"roost"
"378","tm74","1000","Teaches Gyro Ball to a compatible Pokémon.",,"false",,,,,,,"gyro ball"
"447","berry pots","0","Contains four portable pots of soil suitable for growing berries.",,"false",,,,,,,""
"16","cherish ball","0","Used in battle:   Attempts to catch a wild Pokémon, using a catch rate of 1×.    If used in a trainer battle, nothing happens and the ball is lost.",,"false",,,"1","1",,,""
"104","armor fossil","7000","Give to a scientist in the mining museum in oreburgh city or the Museum of Science in pewter city to receive a shieldon.",,"false",,,,,,,""
"548","silph scope","0","Identifies ghosts in pokemon tower.",,"false",,,,,,,""
"193","exp share","0","Held:   Experience is split across two groups: Pokémon who participated in battle, and Pokémon holding this item.  Each Pokémon earns experience as though it had battled alone, divided by the number of Pokémon in its group, then divided by the number of groups. Pokémon holding this item who also participated in battle effectively earn experience twice.    Fainted Pokémon never earn experience, and empty groups areignored; thus, if a single Pokémon is holding this item and the only Pokémon who battled faints from explosion, the holder will gain full experience.",,"false",,,,,,,""
"341","tm37","1000","Teaches Sandstorm to a compatible Pokémon.",,"false",,,,,,,"egg bomb"
"184","starf berry","80","Held in battle:   When the holder has 1/4 its max HP remaining or less, it consumes this item to raise a random stat by two stages.",,"false",,,,,,,""
"214","soft sand","1000","Held: Increases the power of the holder's Ground moves by 20%.",,"false",,,,,,,""
"263","grip claw","4000","Held: Increases the duration of the holder's multiturn (2-5 turn) moves by three turns.",,"false",,,,,,,""
"43","berry juice","200","Used on a party Pokémon:   Restores 20 HP.","20","false",,,,,,,""
"348","tm44","100000","Teaches Rest to a compatible Pokémon.",,"false",,,,,,,"rest"
"400","hm04","0","Teaches Strength to a compatible Pokémon.",,"false",,,,,,,"strength"
"329","tm25","10000","Teaches Thunder to a compatible Pokémon.",,"false",,,,,,,"thunder"
"197","choice band","4000","Held in battle:   Holder has 1.5× its Attack.  When the holder attempts to use a move, all its other moves are disabled until it leaves battle or loses this item.    The restriction ends even if this item is swapped for another Choice itemvia trick or switcheroo.",,"false",,,,,,,""
"224","spell tag","1000","Held: Increases the power of the holder's Ghost moves by 20%.",,"false",,,,,,,""
"456","park ball","0","Used by a trainer in battle:   Catches a wild Pokémon.This item can only be used in pal park.",,"false",,,"1","1",,,""
"268","power lens","3000","Held: Decreases the holder's Speed by 50%.  Whenever the holder gains Special Attack effort from battle, increases that effort by 4; this applies before the PokéRUS doubling effect.",,"false",,,,,,,""
"428","suite key","0","Opens the locked building in the lakeside resort.",,"false",,,,,,,""
"311","tm07","1000","Teaches Hail to a compatible Pokémon.",,"false",,,,,,,"horn drill"
"15","quick ball","1000","Used in battle:   Attempts to catch a wild Pokémon, using a catch rate of 4× on the first turn of a battle, but 1× any other time.    If used in a trainer battle, nothing happens and the ball is lost.",,"false",,,"4","1",,,""
"467","red orb","0","Causes groudon to appear in the embedded tower.",,"false",,,,,,,""
"359","tm55","10000","Teaches Brine to a compatible Pokémon.",,"false",,,,,,,"brine"
"450","level ball","0","Used by trainer in battle:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.    If the trainer's Pokémon's level is higher than:    * four times the wild Pokémon's, the wild Pokémon's catch rate is 8× normal.    * than twice the wild Pokémon's, the wild Pokémon's catch rate is 4× normal.    * the wild Pokémon's, the wild Pokémon's catch rate is 2× normal.",,"false",,,"8","2",,,""
"211","leftovers","4000","Held: Heals the holder by 1/16 its max HP at the end of each turn.",,"false",,,,,,,""
"285","insect plate","1000","Held: Increases the power of the holder's Bug moves by 20%.Held by a Multitype Pokémon: Holder's type becomes Bug.",,"false",,,,,,,""
"245","expert belt","4000","Held: When the holder hits with a super-effective move, its power is raised by 20%.",,"false",,,,,,,""
"227","dragon fang","1000","Held: Increases the power of the holder's Dragon moves by 20%.",,"false",,,,,,,""
"241","yellow scarf","100","Held: Increases the holder's Toughness during a Super Contest's Visual Competition.",,"false",,,,,,,""
"331","tm27","1000","Teaches Return to a compatible Pokémon.",,"false",,,,,,,"fissure"
"233","lucky punch","1000","Held by Chansey: Raises the holder's critical hit counter by 2.",,"false",,,,,,,""
